,age,job,marital,education,default,balance,housing,loan,contact,campaign,y,season,day_binned
13476,43,management,single,tertiary,no,-2,no,yes,cellular,1,0,summer,1
13477,41,admin.,married,primary,no,4488,yes,no,cellular,1,0,summer,1
13478,30,services,single,primary,no,6,yes,yes,cellular,1,0,summer,1
13479,36,technician,married,secondary,no,264,yes,yes,cellular,1,0,summer,1
13480,43,technician,married,secondary,no,-754,yes,yes,cellular,3,1,summer,1
13481,28,services,single,secondary,no,1950,no,no,cellular,1,0,summer,1
13482,35,housemaid,married,primary,no,218,yes,no,cellular,1,0,summer,1
13483,36,admin.,single,secondary,no,47,no,yes,cellular,6,0,summer,1
13484,44,management,married,tertiary,no,368,no,no,cellular,3,0,summer,1
13485,43,management,divorced,tertiary,no,-410,no,yes,cellular,1,0,summer,1
13486,34,admin.,married,secondary,no,0,yes,yes,cellular,1,0,summer,1
13487,54,self-employed,married,primary,no,0,no,yes,telephone,2,0,summer,1
13488,60,blue-collar,married,secondary,no,19447,yes,no,telephone,1,0,summer,1
13489,39,blue-collar,married,secondary,no,1045,yes,yes,cellular,13,0,summer,1
13490,48,technician,married,secondary,no,-205,yes,yes,cellular,1,0,summer,1
13491,46,self-employed,married,tertiary,no,917,no,no,cellular,5,0,summer,1
13492,33,management,married,tertiary,no,0,yes,no,cellular,1,0,summer,1
13493,41,management,single,tertiary,no,-426,yes,no,cellular,1,0,summer,1
13494,59,retired,married,unknown,yes,-114,no,yes,cellular,2,0,summer,1
13495,34,technician,married,secondary,no,0,no,yes,cellular,1,0,summer,1
13496,29,technician,married,secondary,no,492,yes,no,cellular,1,0,summer,1
13497,25,student,married,tertiary,no,0,yes,no,cellular,1,0,summer,1
13498,40,admin.,married,secondary,no,-253,yes,no,cellular,1,0,summer,1
13499,35,management,married,tertiary,no,2682,yes,no,cellular,1,0,summer,1
13500,28,self-employed,single,secondary,no,241,yes,no,cellular,1,0,summer,1
13501,39,management,single,tertiary,no,416,no,no,cellular,1,0,summer,1
13502,57,services,married,secondary,no,140,yes,no,cellular,1,0,summer,1
13503,44,technician,married,secondary,no,381,yes,no,cellular,1,0,summer,1
13504,53,technician,divorced,secondary,no,320,no,no,cellular,1,0,summer,1
13505,45,management,married,tertiary,no,4693,no,yes,cellular,2,0,summer,1
13506,37,management,married,unknown,no,247,no,no,cellular,1,0,summer,1
13507,31,services,divorced,unknown,no,0,no,yes,cellular,1,0,summer,1
13508,42,housemaid,married,secondary,no,808,yes,no,cellular,1,0,summer,1
13509,60,housemaid,married,secondary,no,681,no,yes,cellular,1,0,summer,1
13510,31,admin.,single,secondary,no,1,no,no,cellular,1,0,summer,1
13511,43,retired,single,primary,no,140,no,yes,telephone,1,0,summer,1
13512,48,technician,married,primary,no,788,no,no,telephone,2,0,summer,1
13513,35,management,single,unknown,no,2361,no,no,cellular,10,0,summer,1
13514,29,admin.,divorced,tertiary,yes,0,no,yes,cellular,3,1,summer,1
13515,44,entrepreneur,married,tertiary,no,1808,yes,no,cellular,1,0,summer,1
13516,54,management,married,primary,no,621,no,yes,cellular,1,0,summer,1
13517,57,retired,single,secondary,no,976,yes,no,cellular,1,0,summer,1
13518,55,retired,married,tertiary,no,101,yes,no,cellular,1,0,summer,1
13519,37,blue-collar,married,unknown,no,0,yes,no,cellular,1,0,summer,1
13520,41,entrepreneur,married,secondary,no,557,no,yes,cellular,1,0,summer,1
13521,45,technician,married,secondary,no,1028,yes,no,cellular,1,0,summer,1
13522,57,technician,married,secondary,no,323,yes,no,telephone,1,0,summer,1
13523,35,management,divorced,tertiary,no,6997,yes,no,cellular,1,1,summer,1
13524,42,entrepreneur,married,tertiary,no,0,no,no,cellular,1,0,summer,1
13525,52,management,married,primary,no,324,no,no,cellular,1,0,summer,1
13526,34,technician,married,secondary,no,0,no,no,cellular,1,0,summer,1
13527,43,blue-collar,divorced,primary,no,75,yes,no,cellular,1,0,summer,1
13528,60,retired,married,unknown,no,2150,yes,yes,cellular,1,0,summer,1
13529,57,self-employed,married,secondary,no,65,no,yes,cellular,1,0,summer,1
13530,32,housemaid,married,secondary,no,216,no,yes,cellular,6,0,summer,1
13531,34,entrepreneur,married,tertiary,no,475,yes,yes,cellular,1,0,summer,1
13532,44,blue-collar,single,primary,no,142,yes,no,cellular,1,0,summer,1
13533,31,management,single,tertiary,no,933,yes,no,cellular,1,0,summer,1
13534,35,self-employed,married,secondary,no,734,no,yes,cellular,2,0,summer,1
13535,28,technician,single,secondary,no,441,no,yes,cellular,2,0,summer,1
13536,41,housemaid,single,secondary,no,231,no,no,cellular,2,0,summer,1
13537,45,admin.,married,secondary,no,335,no,no,cellular,3,0,summer,1
13538,35,blue-collar,married,secondary,no,0,yes,no,cellular,1,0,summer,1
13539,46,technician,married,secondary,yes,4,no,yes,cellular,1,0,summer,1
13540,28,admin.,single,secondary,no,404,no,yes,cellular,1,0,summer,1
13541,39,services,divorced,secondary,no,687,yes,no,cellular,1,1,summer,1
13542,52,management,married,tertiary,no,0,yes,no,cellular,1,0,summer,1
13543,33,services,married,secondary,no,-384,yes,no,cellular,1,0,summer,1
13544,54,blue-collar,divorced,primary,no,-182,no,no,cellular,1,0,summer,1
13545,38,management,married,tertiary,yes,327,yes,yes,cellular,5,1,summer,1
13546,39,blue-collar,married,secondary,no,750,yes,yes,cellular,1,0,summer,1
13547,39,technician,single,secondary,no,4380,no,no,telephone,8,0,summer,1
13548,49,technician,single,secondary,no,-120,yes,yes,cellular,5,0,summer,1
13549,42,blue-collar,married,secondary,no,704,yes,no,telephone,1,0,summer,1
13550,39,services,divorced,secondary,no,-388,yes,no,cellular,2,0,summer,1
13551,50,management,married,secondary,no,1457,no,yes,cellular,1,0,summer,1
13552,57,admin.,married,primary,no,389,no,no,cellular,2,0,summer,1
13553,45,admin.,married,secondary,no,1097,yes,yes,cellular,1,0,summer,1
13554,42,blue-collar,married,secondary,no,-422,no,no,cellular,1,0,summer,1
13555,56,blue-collar,married,primary,yes,-160,no,no,cellular,2,0,summer,1
13556,59,blue-collar,married,primary,no,625,no,no,cellular,1,0,summer,1
13557,40,services,married,secondary,no,105,yes,no,cellular,1,0,summer,1
13558,46,management,married,tertiary,no,375,no,no,cellular,1,0,summer,1
13559,56,retired,married,primary,no,122,no,yes,cellular,1,0,summer,1
13560,37,self-employed,married,tertiary,no,1146,no,yes,cellular,1,0,summer,1
13561,39,blue-collar,married,primary,no,3324,no,no,cellular,1,0,summer,1
13562,40,services,married,secondary,no,22,yes,yes,telephone,2,0,summer,1
13563,48,admin.,married,secondary,no,113,yes,yes,cellular,1,0,summer,1
13564,32,blue-collar,married,primary,no,187,no,no,cellular,1,0,summer,1
13565,42,blue-collar,married,secondary,no,380,yes,no,cellular,2,0,summer,1
13566,33,entrepreneur,married,tertiary,no,127,no,yes,cellular,1,0,summer,1
13567,35,blue-collar,single,secondary,no,113,no,no,cellular,1,0,summer,1
13568,30,unemployed,married,secondary,no,1210,no,no,cellular,4,0,summer,1
13569,39,blue-collar,married,secondary,no,1751,no,no,cellular,2,0,summer,1
13570,52,admin.,married,secondary,no,32,no,yes,cellular,1,0,summer,1
13571,25,technician,single,secondary,no,959,no,no,cellular,5,0,summer,1
13572,39,management,married,tertiary,no,1070,yes,yes,cellular,1,0,summer,1
13573,37,self-employed,married,tertiary,no,865,yes,yes,cellular,1,0,summer,1
13574,48,blue-collar,married,secondary,no,425,yes,no,telephone,2,0,summer,1
13575,43,management,single,tertiary,no,3872,yes,no,cellular,2,0,summer,1
13576,47,services,married,secondary,no,0,yes,no,cellular,1,0,summer,1
13577,44,housemaid,married,primary,no,0,yes,no,telephone,1,0,summer,1
13578,32,technician,married,secondary,no,68,yes,no,cellular,1,0,summer,1
13579,33,management,single,tertiary,no,383,yes,no,cellular,1,0,summer,1
13580,44,admin.,divorced,secondary,no,145,no,yes,telephone,6,0,summer,1
13581,31,services,married,secondary,no,418,yes,yes,cellular,1,0,summer,1
13582,45,admin.,divorced,secondary,no,-288,no,yes,cellular,2,0,summer,1
13583,33,admin.,married,secondary,no,0,yes,yes,cellular,1,0,summer,1
13584,25,services,single,secondary,no,281,no,yes,cellular,1,0,summer,1
13585,52,management,married,tertiary,no,-1112,yes,no,cellular,1,0,summer,1
13586,51,blue-collar,married,primary,no,804,yes,no,cellular,1,0,summer,1
13587,44,admin.,married,secondary,no,262,yes,no,cellular,1,0,summer,1
13588,35,self-employed,married,secondary,no,670,no,no,cellular,1,0,summer,1
13589,59,self-employed,married,tertiary,no,3800,no,yes,cellular,1,0,summer,1
13590,48,services,married,secondary,no,124,no,yes,cellular,1,0,summer,1
13591,51,services,married,secondary,no,260,no,no,telephone,2,0,summer,1
13592,29,blue-collar,single,secondary,no,1958,yes,no,cellular,1,0,summer,1
13593,54,self-employed,married,tertiary,no,231,no,no,cellular,3,0,summer,1
13594,48,technician,single,secondary,no,469,no,yes,cellular,1,0,summer,1
13595,30,blue-collar,single,secondary,no,214,yes,no,cellular,1,0,summer,1
13596,30,admin.,married,secondary,no,350,no,yes,cellular,5,0,summer,1
13597,34,blue-collar,married,secondary,no,1,yes,no,cellular,2,0,summer,1
13598,56,technician,married,secondary,no,778,no,no,cellular,1,0,summer,1
13599,56,retired,married,secondary,no,343,no,yes,cellular,1,0,summer,1
13600,40,blue-collar,married,secondary,no,252,yes,yes,cellular,3,0,summer,1
13601,49,management,married,tertiary,no,0,no,no,cellular,1,0,summer,1
13602,39,blue-collar,married,primary,no,-176,no,no,cellular,1,0,summer,1
13603,38,blue-collar,married,primary,no,-257,yes,yes,cellular,1,0,summer,1
13604,51,management,married,secondary,no,3180,yes,no,cellular,1,0,summer,1
13605,28,blue-collar,married,secondary,no,368,yes,no,cellular,7,0,summer,1
13606,45,blue-collar,married,primary,no,942,no,yes,cellular,1,0,summer,1
13607,34,services,married,secondary,no,81,yes,yes,cellular,1,0,summer,1
13608,26,blue-collar,married,secondary,no,1101,no,no,telephone,1,0,summer,1
13609,36,management,married,tertiary,no,6404,yes,yes,telephone,1,0,summer,1
13610,32,blue-collar,divorced,secondary,no,0,no,no,telephone,1,0,summer,1
13611,34,services,single,secondary,no,49,no,yes,cellular,1,0,summer,1
13612,49,housemaid,married,primary,no,0,no,no,telephone,1,0,summer,1
13613,34,technician,married,secondary,no,550,no,yes,cellular,1,0,summer,1
13614,59,entrepreneur,divorced,tertiary,no,-869,no,yes,cellular,1,0,summer,1
13615,35,blue-collar,married,secondary,no,-258,yes,no,cellular,1,0,summer,1
13616,29,management,single,tertiary,no,-223,no,yes,cellular,1,0,summer,1
13617,31,services,married,secondary,no,203,no,no,cellular,1,0,summer,1
13618,51,blue-collar,married,unknown,no,1432,no,no,cellular,1,0,summer,1
13619,37,admin.,single,secondary,no,0,no,no,cellular,6,0,summer,1
13620,42,services,married,secondary,no,0,yes,no,cellular,1,0,summer,1
13621,51,blue-collar,divorced,secondary,no,104,no,no,cellular,1,0,summer,1
13622,30,blue-collar,married,secondary,no,1,no,yes,cellular,1,0,summer,1
13623,43,technician,divorced,primary,no,13,no,yes,cellular,4,0,summer,1
13624,49,unemployed,divorced,secondary,no,66,no,no,cellular,3,0,summer,1
13625,27,technician,single,secondary,no,282,no,yes,cellular,5,0,summer,1
13626,45,technician,married,secondary,no,0,yes,yes,telephone,1,0,summer,1
13627,27,blue-collar,single,primary,no,0,no,yes,cellular,2,0,summer,1
13628,33,blue-collar,single,primary,no,0,no,no,telephone,1,0,summer,1
13629,35,technician,single,tertiary,no,364,no,yes,cellular,3,0,summer,1
13630,52,blue-collar,divorced,primary,no,98,no,yes,telephone,1,0,summer,1
13631,50,admin.,married,primary,no,-75,no,yes,telephone,7,0,summer,1
13632,59,housemaid,married,primary,no,370,yes,no,cellular,1,0,summer,1
13633,33,management,married,tertiary,no,437,yes,no,cellular,1,0,summer,1
13634,41,entrepreneur,married,secondary,no,1249,yes,no,cellular,1,0,summer,1
13635,47,self-employed,married,secondary,no,424,no,yes,cellular,1,0,summer,1
13636,46,blue-collar,married,secondary,no,6253,yes,no,cellular,1,0,summer,1
13637,37,technician,married,tertiary,no,512,no,no,cellular,4,0,summer,1
13638,26,technician,married,secondary,no,-119,no,yes,cellular,5,1,summer,1
13639,32,admin.,married,tertiary,no,57,no,no,cellular,2,0,summer,1
13640,58,unemployed,married,primary,no,3884,no,no,unknown,8,0,summer,1
13641,53,management,married,primary,no,-139,no,no,cellular,3,0,summer,1
13642,39,technician,married,secondary,no,1385,yes,yes,telephone,1,0,summer,1
13643,33,blue-collar,divorced,primary,no,636,yes,no,cellular,11,0,summer,1
13644,52,housemaid,married,primary,no,0,no,yes,cellular,1,0,summer,1
13645,31,blue-collar,single,primary,no,-147,no,yes,cellular,2,0,summer,1
13646,26,blue-collar,married,secondary,no,818,no,no,cellular,2,0,summer,1
13647,37,blue-collar,married,secondary,no,982,yes,no,cellular,2,0,summer,1
13648,35,blue-collar,divorced,primary,no,13,no,yes,cellular,1,0,summer,1
13649,52,admin.,married,secondary,no,0,no,yes,telephone,1,0,summer,1
13650,38,management,single,tertiary,no,633,no,no,cellular,3,0,summer,1
13651,50,management,married,tertiary,no,0,no,no,cellular,5,0,summer,1
13652,42,blue-collar,married,secondary,no,0,yes,no,unknown,16,0,summer,1
13653,35,management,divorced,tertiary,no,153,no,no,cellular,2,0,summer,1
13654,58,housemaid,married,primary,no,0,yes,no,telephone,1,0,summer,1
13655,52,retired,married,tertiary,no,350,no,yes,cellular,1,0,summer,1
13656,56,management,married,tertiary,no,318,no,yes,telephone,3,0,summer,1
13657,31,blue-collar,married,primary,no,498,yes,yes,cellular,2,0,summer,1
13658,47,admin.,married,secondary,no,3434,yes,yes,telephone,1,0,summer,1
13659,32,management,married,tertiary,no,794,yes,yes,cellular,1,1,summer,1
13660,47,blue-collar,single,secondary,yes,-380,no,no,cellular,17,0,summer,1
13661,32,admin.,single,secondary,yes,-17,no,no,unknown,5,0,summer,1
13662,47,services,married,secondary,no,0,yes,no,cellular,1,0,summer,1
13663,60,retired,divorced,primary,no,1017,no,no,unknown,20,0,summer,1
13664,35,housemaid,married,primary,no,0,no,yes,telephone,1,0,summer,1
13665,47,technician,married,secondary,no,-3,no,yes,unknown,1,0,summer,1
13666,33,blue-collar,married,primary,no,-191,yes,yes,cellular,4,1,summer,1
13667,60,unknown,married,tertiary,no,2450,no,no,unknown,5,0,summer,1
13668,51,services,divorced,secondary,no,234,no,no,cellular,3,0,summer,1
13669,31,management,single,tertiary,no,409,no,yes,cellular,5,1,summer,1
13670,41,blue-collar,single,primary,no,74,no,no,unknown,4,0,summer,1
13671,37,admin.,single,tertiary,no,224,yes,no,cellular,2,0,summer,1
13672,48,blue-collar,married,primary,no,51,no,yes,telephone,1,0,summer,1
13673,36,blue-collar,married,primary,no,0,no,no,telephone,1,0,summer,1
13674,44,entrepreneur,married,tertiary,no,0,yes,no,unknown,1,0,summer,1
13675,51,blue-collar,married,unknown,no,41,yes,no,telephone,43,0,summer,1
13676,41,blue-collar,married,unknown,no,2113,yes,no,telephone,5,0,summer,1
13677,49,technician,married,secondary,no,313,no,no,cellular,2,0,summer,1
13678,32,entrepreneur,married,unknown,no,73,yes,no,cellular,1,0,summer,1
13679,32,housemaid,married,primary,no,0,yes,no,cellular,1,0,summer,1
13680,40,admin.,married,secondary,no,2621,no,yes,cellular,4,0,summer,1
13681,56,management,single,secondary,no,237,yes,no,telephone,4,0,summer,1
13682,29,management,single,tertiary,no,0,yes,no,cellular,1,0,summer,1
13683,50,services,married,secondary,no,1683,no,no,telephone,1,0,summer,1
13684,27,blue-collar,single,secondary,no,228,no,no,cellular,6,0,summer,1
13685,29,admin.,single,secondary,no,1,no,no,telephone,1,0,summer,1
13686,49,blue-collar,married,primary,no,3,no,yes,cellular,6,1,summer,1
13687,38,blue-collar,divorced,secondary,no,-2093,yes,yes,unknown,3,0,summer,1
13688,25,management,single,tertiary,no,710,no,no,unknown,1,0,summer,1
13689,39,blue-collar,married,primary,no,1742,no,no,unknown,6,0,summer,1
13690,27,unemployed,single,primary,no,9,no,yes,cellular,2,1,summer,1
13691,33,blue-collar,married,primary,yes,2,yes,yes,cellular,1,0,summer,1
13692,42,management,married,tertiary,no,199,yes,no,cellular,1,0,summer,1
13693,56,self-employed,married,secondary,no,800,no,yes,cellular,1,0,summer,1
13694,56,management,married,secondary,no,1560,yes,no,cellular,1,0,summer,1
13695,36,admin.,divorced,primary,no,227,no,no,cellular,1,0,summer,1
13696,42,housemaid,married,tertiary,no,-560,yes,yes,cellular,4,0,summer,1
13697,28,self-employed,married,tertiary,no,0,yes,no,unknown,1,0,summer,1
13698,42,technician,married,secondary,no,2030,yes,yes,cellular,1,0,summer,1
13699,50,admin.,married,secondary,no,858,no,no,cellular,12,0,summer,1
13700,34,blue-collar,married,primary,no,-319,yes,yes,cellular,4,0,summer,1
13701,30,blue-collar,single,secondary,no,155,yes,yes,cellular,3,1,summer,1
13702,32,services,married,secondary,no,983,yes,no,cellular,1,0,summer,1
13703,41,blue-collar,married,secondary,no,-194,no,yes,cellular,1,0,summer,1
13704,39,blue-collar,married,secondary,no,1309,no,yes,telephone,1,0,summer,1
13705,42,blue-collar,married,secondary,no,-274,yes,no,cellular,1,0,summer,1
13706,41,technician,married,unknown,no,30,yes,no,cellular,1,0,summer,1
13707,32,admin.,married,tertiary,no,1,yes,yes,cellular,1,0,summer,1
13708,49,entrepreneur,married,secondary,no,-1965,no,yes,telephone,2,0,summer,1
13709,52,admin.,married,secondary,no,3422,no,no,cellular,1,0,summer,1
13710,51,services,married,secondary,no,121,yes,no,cellular,1,0,summer,1
13711,44,management,married,tertiary,no,119,yes,no,cellular,1,0,summer,1
13712,39,services,married,secondary,no,0,yes,no,telephone,1,0,summer,1
13713,40,blue-collar,married,primary,no,137,no,yes,cellular,1,0,summer,1
13714,40,management,married,unknown,no,419,yes,no,cellular,1,0,summer,1
13715,54,management,divorced,tertiary,no,0,no,yes,cellular,1,0,summer,1
13716,42,admin.,married,secondary,no,-728,yes,no,cellular,1,0,summer,1
13717,46,admin.,married,secondary,no,2583,yes,no,cellular,1,0,summer,1
13718,48,blue-collar,single,secondary,no,-367,yes,no,cellular,1,0,summer,1
13719,37,entrepreneur,married,secondary,no,2055,yes,yes,cellular,4,0,summer,1
13720,57,management,married,tertiary,no,1410,yes,no,cellular,1,0,summer,1
13721,35,blue-collar,married,secondary,no,1330,no,no,cellular,1,1,summer,1
13722,29,management,married,tertiary,no,55,yes,no,cellular,1,0,summer,1
